"State","DivisionId","DivisionAb","DivisionName","PartyAb","CandidateSurname","Votes"
"VIC",214,"GOLD","Goldstein","GVIC","PENNICUIK",13951
"VIC",214,"GOLD","Goldstein","SPP","HOULT",1653
"VIC",214,"GOLD","Goldstein","LP","WILSON",52320
"VIC",309,"GORT","Gorton","","Informal",5777
"VIC",309,"GORT","Gorton","IND","BINGHAM",2842
"VIC",309,"GORT","Gorton","IND","TRAN",1683
"VIC",309,"GORT","Gorton","ALP","ALP_GORT",45868
"VIC",309,"GORT","Gorton","LP","LP_GORT",24950
"VIC",309,"GORT","Gorton","GRN","GRN_GORT",6628
"VIC",309,"GORT","Gorton","GAP","GAP_GORT",699
"VIC",309,"GORT","Gorton","UAPP","UAPP_GORT",6511
"VIC",326,"HAWK","Hawke","","Informal",5044
"VIC",326,"HAWK","Hawke","IND","BINGHAM",5521
"VIC",326,"HAWK","Hawke","IND","HYNDMAN",298
"VIC",326,"HAWK","Hawke","IND","SHADY",452
"VIC",326,"HAWK","Hawke","IND","GRAHAM",442
"VIC",326,"HAWK","Hawke","ALP","ALP_HAWK",38002
"VIC",326,"HAWK","Hawke","LP","LP_HAWK",25250
"VIC",326,"HAWK","Hawke","GRN","GRN_HAWK",6338
"VIC",326,"HAWK","Hawke","ON","ON_HAWK",1470
"VIC",326,"HAWK","Hawke","AJP","AJP_HAWK",1696
"VIC",326,"HAWK","Hawke","DHJP","DHJP_HAWK",1126
"VIC",326,"HAWK","Hawke","UAPP","UAPP_HAWK",5435
"VIC",215,"HIGG","Higgins","","Informal",2510
"VIC",215,"HIGG","Higgins","IND","O'ROURKE",241
"VIC",215,"HIGG","Higgins","IND","WALLIS",175
"VIC",215,"HIGG","Higgins","ALP","ALP_HIGG",25406
"VIC",215,"HIGG","Higgins","LP","LP_HIGG",45343
"VIC",215,"HIGG","Higgins","GRN","GRN_HIGG",22125
"VIC",215,"HIGG","Higgins","AJP","AJP_HIGG",1718
"VIC",215,"HIGG","Higgins","SPP","SPP_HIGG",1204
"VIC",215,"HIGG","Higgins","RUA","RUA_HIGG",86
"VIC",215,"HIGG","Higgins","UAPP","UAPP_HIGG",1143
"VIC",216,"HOLT","Holt","","Informal",3709
"VIC",216,"HOLT","Holt","IND","FOZARD",3
"VIC",216,"HOLT","Holt","IND","VERHOEVEN",5
"VIC",216,"HOLT","Holt","ALP","ALP_HOLT",43039
"VIC",216,"HOLT","Holt","LP","LP_HOLT",30463
"VIC",216,"HOLT","Holt","GRN","GRN_HOLT",6100
"VIC",216,"HOLT","Holt","ON","ON_HOLT",113
"VIC",216,"HOLT","Holt","AJP","AJP_HOLT",52
"VIC",216,"HOLT","Holt","SPP","SPP_HOLT",1
"VIC",216,"HOLT","Holt","RUA","RUA_HOLT",42
"VIC",216,"HOLT","Holt","DHJP","DHJP_HOLT",71
"VIC",216,"HOLT","Holt","FACN","FACN_HOLT",28
"VIC",216,"HOLT","Holt","UAPP","UAPP_HOLT",5238
"VIC",217,"HOTH","Hotham","","Informal",4609
"VIC",217,"HOTH","Hotham","IND","DOBBY",15
"VIC",217,"HOTH","Hotham","ALP","ALP_HOTH",50816
"VIC",217,"HOTH","Hotham","LP","LP_HOTH",33408
"VIC",217,"HOTH","Hotham","DLP","DLP_HOTH",15
"VIC",217,"HOTH","Hotham","GRN","GRN_HOTH",8947
"VIC",217,"HOTH","Hotham","AJP","AJP_HOTH",103
"VIC",217,"HOTH","Hotham","SPP","SPP_HOTH",1224
"VIC",217,"HOTH","Hotham","RUA","RUA_HOTH",779
"VIC",217,"HOTH","Hotham","DHJP","DHJP_HOTH",17
"VIC",217,"HOTH","Hotham","FACN","FACN_HOTH",1100
"VIC",217,"HOTH","Hotham","UAPP","UAPP_HOTH",3692
"VIC",218,"INDI","Indi","","Informal",4601
"VIC",218,"INDI","Indi","IND","HAINES",32664
"VIC",218,"INDI","Indi","IND","BOCK",0
"VIC",218,"INDI","Indi","IND","HICKS",0
"VIC",218,"INDI","Indi","IND","PARKER",0
"VIC",218,"INDI","Indi","ALP","ALP_INDI",12202
"VIC",218,"INDI","Indi","LP","LP_INDI",35426
"VIC",218,"INDI","Indi","NP","NP_INDI",9539
"VIC",218,"INDI","Indi","GRN","GRN_INDI",4255
"VIC",218,"INDI","Indi","ON","ON_INDI",0
"VIC",218,"INDI","Indi","DHJP","DHJP_INDI",2891
"VIC",218,"INDI","Indi","UAPP","UAPP_INDI",3980
"VIC",219,"ISAA","Isaacs","","Informal",4168
"VIC",219,"ISAA","Isaacs","ALP","ALP_ISAA",43482
"VIC",219,"ISAA","Isaacs","LP","LP_ISAA",34134
"VIC",219,"ISAA","Isaacs","GRN","GRN_ISAA",10720
"VIC",219,"ISAA","Isaacs","ON","ON_ISAA",13
"VIC",219,"ISAA","Isaacs","AJP","AJP_ISAA",3484
"VIC",219,"ISAA","Isaacs","SPP","SPP_ISAA",1
"VIC",219,"ISAA","Isaacs","RUA","RUA_ISAA",1090
"VIC",219,"ISAA","Isaacs","DHJP","DHJP_ISAA",9
"VIC",219,"ISAA","Isaacs","FACN","FACN_ISAA",54
"VIC",219,"ISAA","Isaacs","UAPP","UAPP_ISAA",3861
"VIC",220,"JAGA","Jagajaga","","Informal",3283
"VIC",220,"JAGA","Jagajaga","ALP","ALP_JAGA",42478
"VIC",220,"JAGA","Jagajaga","LP","LP_JAGA",40725
"VIC",220,"JAGA","Jagajaga","DLP","DLP_JAGA",480
"VIC",220,"JAGA","Jagajaga","GRN","GRN_JAGA",14949
"VIC",220,"JAGA","Jagajaga","RUA","RUA_JAGA",1167
"VIC",220,"JAGA","Jagajaga","REAS","REAS_JAGA",437
"VIC",220,"JAGA","Jagajaga","UAPP","UAPP_JAGA",3623
"VIC",221,"KOOY","Kooyong","","Informal",3194
"VIC",221,"KOOY","Kooyong","IND","ZUBAC",539
"VIC",221,"KOOY","Kooyong","IND","YATES",8890
"VIC",221,"KOOY","Kooyong","IND","CHANDLER",669
"VIC",221,"KOOY","Kooyong","IND","DOBBY",51
"VIC",221,"KOOY","Kooyong","ALP","ALP_KOOY",18262
"VIC",221,"KOOY","Kooyong","LP","LP_KOOY",51256
"VIC",221,"KOOY","Kooyong","DLP","DLP_KOOY",35
"VIC",221,"KOOY","Kooyong","GRN","GRN_KOOY",21972
"VIC",221,"KOOY","Kooyong","AJP","AJP_KOOY",1192
"VIC",221,"KOOY","Kooyong","SPP","SPP_KOOY",40
"VIC",221,"KOOY","Kooyong","RUA","RUA_KOOY",16
"VIC",221,"KOOY","Kooyong","DHJP","DHJP_KOOY",48
"VIC",221,"KOOY","Kooyong","UAPP","UAPP_KOOY",1263
"VIC",222,"LALO","Lalor","","Informal",3931
"VIC",222,"LALO","Lalor","","MOINUDDIN",956
"VIC",222,"LALO","Lalor","ALP","ALP_LALO",43183
"VIC",222,"LALO","Lalor","LP","LP_LALO",25187
"VIC",222,"LALO","Lalor","GRN","GRN_LALO",6672
"VIC",222,"LALO","Lalor","AFN","AFN_LALO",3629
"VIC",222,"LALO","Lalor","UAPP","UAPP_LALO",4093
"VIC",223,"LTRO","La Trobe","","Informal",3963
"VIC",223,"LTRO","La Trobe","IND","CHARLETON",0
"VIC",223,"LTRO","La Trobe","IND","FOZARD",198
"VIC",223,"LTRO","La Trobe","IND","VERHOEVEN",227
"VIC",223,"LTRO","La Trobe","ALP","ALP_LTRO",27983
"VIC",223,"LTRO","La Trobe","LP","LP_LTRO",38080
"VIC",223,"LTRO","La Trobe","DLP","DLP_LTRO",0
"VIC",223,"LTRO","La Trobe","GRN","GRN_LTRO",6296
"VIC",223,"LTRO","La Trobe","ON","ON_LTRO",4649
"VIC",223,"LTRO","La Trobe","AJP","AJP_LTRO",1
"VIC",223,"LTRO","La Trobe","SPP","SPP_LTRO",1
"VIC",223,"LTRO","La Trobe","RUA","RUA_LTRO",706
"VIC",223,"LTRO","La Trobe","DHJP","DHJP_LTRO",2570
"VIC",223,"LTRO","La Trobe","FACN","FACN_LTRO",35
"VIC",223,"LTRO","La Trobe","GAP","GAP_LTRO",0
"VIC",223,"LTRO","La Trobe","UAPP","UAPP_LTRO",2443
"VIC",322,"MACN","Macnamara","","Informal",3674
"VIC",322,"MACN","Macnamara","IND","O'ROURKE",867
"VIC",322,"MACN","Macnamara","IND","WALLIS",743
"VIC",322,"MACN","Macnamara","ALP","ALP_MACN",28751
"VIC",322,"MACN","Macnamara","LP","LP_MACN",36095
"VIC",322,"MACN","Macnamara","GRN","GRN_MACN",22552
"VIC",322,"MACN","Macnamara","AJP","AJP_MACN",1803
"VIC",322,"MACN","Macnamara","SPP","SPP_MACN",996
"VIC",322,"MACN","Macnamara","RUA","RUA_MACN",279
"VIC",322,"MACN","Macnamara","UAPP","UAPP_MACN",1129
"VIC",224,"MALL","Mallee","","Informal",12047
"VIC",224,"MALL","Mallee","IND","KINGSTON",8621
"VIC",224,"MALL","Mallee","IND","COLE",0
"VIC",224,"MALL","Mallee","IND","DYSON",390
"VIC",224,"MALL","Mallee","IND","MODICA",8795
"VIC",224,"MALL","Mallee","IND","MOAR",2761
"VIC",224,"MALL","Mallee","ALP","ALP_MALL",16351
"VIC",224,"MALL","Mallee","LP","LP_MALL",20050
"VIC",224,"MALL","Mallee","NP","NP_MALL",26142
"VIC",224,"MALL","Mallee","GRN","GRN_MALL",3620
"VIC",224,"MALL","Mallee","ASP","ASP_MALL",5512
"VIC",224,"MALL","Mallee","CEC","CEC_MALL",416
"VIC",224,"MALL","Mallee","AJP","AJP_MALL",0
"VIC",224,"MALL","Mallee","FUT","FUT_MALL",497
"VIC",224,"MALL","Mallee","RUA","RUA_MALL",919
"VIC",224,"MALL","Mallee","DHJP","DHJP_MALL",0
"VIC",224,"MALL","Mallee","FACN","FACN_MALL",1309
"VIC",224,"MALL","Mallee","UAPP","UAPP_MALL",3475
"VIC",225,"MARI","Maribyrnong","","Informal",3602
"VIC",225,"MARI","Maribyrnong","IND","BLAKE",79
"VIC",225,"MARI","Maribyrnong","ALP","ALP_MARI",43534
"VIC",225,"MARI","Maribyrnong","LP","LP_MARI",33846
"VIC",225,"MARI","Maribyrnong","GRN","GRN_MARI",15255
"VIC",225,"MARI","Maribyrnong","CEC","CEC_MARI",269
"VIC",225,"MARI","Maribyrnong","SEP","SEP_MARI",98
"VIC",225,"MARI","Maribyrnong","AJP","AJP_MARI",125
"VIC",225,"MARI","Maribyrnong","FACN","FACN_MARI",242
"VIC",225,"MARI","Maribyrnong","REAS","REAS_MARI",304
"VIC",225,"MARI","Maribyrnong","UAPP","UAPP_MARI",3257
"VIC",225,"MARI","Maribyrnong","VNS","VNS_MARI",321
"VIC",226,"MCEW","McEwen","","Informal",4527
"VIC",226,"MCEW","McEwen","IND","HYNDMAN",1254
"VIC",226,"MCEW","McEwen","ALP","ALP_MCEW",34668
"VIC",226,"MCEW","McEwen","LP","LP_MCEW",30484
"VIC",226,"MCEW","McEwen","GRN","GRN_MCEW",8251
"VIC",226,"MCEW","McEwen","ON","ON_MCEW",4462
"VIC",226,"MCEW","McEwen","AJP","AJP_MCEW",2132
"VIC",226,"MCEW","McEwen","RUA","RUA_MCEW",228
"VIC",226,"MCEW","McEwen","DHJP","DHJP_MCEW",2752
"VIC",226,"MCEW","McEwen","FACN","FACN_MCEW",59
"VIC",226,"MCEW","McEwen","UAPP","UAPP_MCEW",2841
"VIC",228,"MELB","Melbourne","","Informal",2874
"VIC",228,"MELB","Melbourne","IND","VAN LIESHOUT",38
"VIC",228,"MELB","Melbourne","IND","BLAKE",1075
"VIC",228,"MELB","Melbourne","ALP","ALP_MELB",19520
"VIC",228,"MELB","Melbourne","LP","LP_MELB",19595
"VIC",228,"MELB","Melbourne","GRN","GRN_MELB",44399
"VIC",228,"MELB","Melbourne","AJP","AJP_MELB",1883
"VIC",228,"MELB","Melbourne","REAS","REAS_MELB",4535
"VIC",228,"MELB","Melbourne","UAPP","UAPP_MELB",1082
"VIC",228,"MELB","Melbourne","VNS","VNS_MELB",286
"VIC",229,"MENZ","Menzies","","Informal",3824
"VIC",229,"MENZ","Menzies","IND","DOBBY",427
"VIC",229,"MENZ","Menzies","IND","JANSON",108
"VIC",229,"MENZ","Menzies","ALP","ALP_MENZ",30971
"VIC",229,"MENZ","Menzies","LP","LP_MENZ",51610
"VIC",229,"MENZ","Menzies","DLP","DLP_MENZ",2870
"VIC",229,"MENZ","Menzies","GRN","GRN_MENZ",10274
"VIC",229,"MENZ","Menzies","AJP","AJP_MENZ",480
"VIC",229,"MENZ","Menzies","RUA","RUA_MENZ",105
"VIC",229,"MENZ","Menzies","DHJP","DHJP_MENZ",622
"VIC",229,"MENZ","Menzies","REAS","REAS_MENZ",1524
"VIC",229,"MENZ","Menzies","UAPP","UAPP_MENZ",2459
"VIC",323,"MONA","Monash","","Informal",4132
"VIC",323,"MONA","Monash","IND","FOZARD",2669
"VIC",323,"MONA","Monash","IND","VERHOEVEN",2491
"VIC",323,"MONA","Monash","ALP","ALP_MONA",27168
"VIC",323,"MONA","Monash","LP","LP_MONA",41777
"VIC",323,"MONA","Monash","GRN","GRN_MONA",6519
"VIC",323,"MONA","Monash","ON","ON_MONA",6648
"VIC",323,"MONA","Monash","RUA","RUA_MONA",0
"VIC",323,"MONA","Monash","DHJP","DHJP_MONA",0
"VIC",323,"MONA","Monash","UAPP","UAPP_MONA",3592
"VIC",324,"NICH","Nicholls","","Informal",7679
"VIC",324,"NICH","Nicholls","IND","BOCK",4581
"VIC",324,"NICH","Nicholls","IND","HICKS",1749
"VIC",324,"NICH","Nicholls","IND","PARKER",1772
"VIC",324,"NICH","Nicholls","ALP","ALP_NICH",18493
"VIC",324,"NICH","Nicholls","NP","NP_NICH",48854
"VIC",324,"NICH","Nicholls","GRN","GRN_NICH",4011
"VIC",324,"NICH","Nicholls","ON","ON_NICH",10754
"VIC",324,"NICH","Nicholls","UAPP","UAPP_NICH",5077
"VIC",232,"SCUL","Scullin","","Informal",5055
"VIC",232,"SCUL","Scullin","ALP","GILES",55467
"VIC",232,"SCUL","Scullin","UAPP","HASAN",4625
"VIC",232,"SCUL","Scullin","GVIC","SMITH",6128
"VIC",232,"SCUL","Scullin","AJP","WHITFIELD",3500
"VIC",232,"SCUL","Scullin","LP","SINGH",20484
"VIC",232,"SCUL","Scullin","IND","ALBARRI",1605
"VIC",233,"WANN","Wannon","","Informal",3997
"VIC",233,"WANN","Wannon","IND","COLE",534
"VIC",233,"WANN","Wannon","IND","DYSON",9831
"VIC",233,"WANN","Wannon","ALP","ALP_WANN",26414
"VIC",233,"WANN","Wannon","LP","LP_WANN",52020
"VIC",233,"WANN","Wannon","GRN","GRN_WANN",6885
"VIC",233,"WANN","Wannon","AJP","AJP_WANN",169
"VIC",233,"WANN","Wannon","RUA","RUA_WANN",87
"VIC",233,"WANN","Wannon","DHJP","DHJP_WANN",239
"VIC",233,"WANN","Wannon","UAPP","UAPP_WANN",5644
"VIC",234,"WILL","Wills","","Informal",4171
"VIC",234,"WILL","Wills","ALP","ALP_WILL",41325
"VIC",234,"WILL","Wills","LP","LP_WILL",16857
"VIC",234,"WILL","Wills","GRN","GRN_WILL",24534
"VIC",234,"WILL","Wills","AJP","AJP_WILL",3513
"VIC",234,"WILL","Wills","UAPP","UAPP_WILL",2933
"VIC",234,"WILL","Wills","VNS","VNS_WILL",4215
"WA",235,"BRAN","Brand","","Informal",5928
"WA",235,"BRAN","Brand","GRN","FREEMAN",9863
"WA",235,"BRAN","Brand","AUC","VANDER VEN",2726
"WA",235,"BRAN","Brand","FACN","MILLS",1376
"WA",235,"BRAN","Brand","UAPP","JONES",2570
"WA",235,"BRAN","Brand","WAP","PHELAN",2397
"WA",235,"BRAN","Brand","ALP","KING",35875
"WA",235,"BRAN","Brand","LP","PLEITER",26510
"WA",235,"BRAN","Brand","ON","CARTER",7524
"WA",317,"BURT","Burt","","Informal",6022
"WA",317,"BURT","Burt","IND","NATION",974
"WA",317,"BURT","Burt","ALP","ALP_BURT",34679
"WA",317,"BURT","Burt","LP","LP_BURT",27360
"WA",317,"BURT","Burt","GRN","GRN_BURT",8067
"WA",317,"BURT","Burt","ASP","ASP_BURT",2079
"WA",317,"BURT","Burt","ON","ON_BURT",5141
"WA",317,"BURT","Burt","AUC","AUC_BURT",3100
"WA",317,"BURT","Burt","FACN","FACN_BURT",23
"WA",317,"BURT","Burt","UAPP","UAPP_BURT",1890
"WA",317,"BURT","Burt","WAP","WAP_BURT",1024
"WA",236,"CANN","Canning","","Informal",5757
"WA",236,"CANN","Canning","ALP","ALP_CANN",24525
"WA",236,"CANN","Canning","LP","LP_CANN",43734
"WA",236,"CANN","Canning","GRN","GRN_CANN",6669
"WA",236,"CANN","Canning","ON","ON_CANN",6324
"WA",236,"CANN","Canning","AUC","AUC_CANN",1733
"WA",236,"CANN","Canning","FACN","FACN_CANN",1546
"WA",236,"CANN","Canning","UAPP","UAPP_CANN",2011
"WA",236,"CANN","Canning","WAP","WAP_CANN",2496
"WA",237,"COWA","Cowan","","Informal",6079
"WA",237,"COWA","Cowan","ALP","ALP_COWA",37613
"WA",237,"COWA","Cowan","LP","LP_COWA",39839
"WA",237,"COWA","Cowan","GRN","GRN_COWA",11013
"WA",237,"COWA","Cowan","ASP","ASP_COWA",826
"WA",237,"COWA","Cowan","ON","ON_COWA",4635
"WA",237,"COWA","Cowan","FUT","FUT_COWA",166
"WA",237,"COWA","Cowan","AUC","AUC_COWA",1818
"WA",237,"COWA","Cowan","FLUX","FLUX_COWA",81
"WA",237,"COWA","Cowan","UAPP","UAPP_COWA",2234
"WA",237,"COWA","Cowan","WAP","WAP_COWA",1194
"WA",238,"CURT","Curtin","","Informal",3279
"WA",238,"CURT","Curtin","IND","STEWART",6902
"WA",238,"CURT","Curtin","ALP","ALP_CURT",18568
"WA",238,"CURT","Curtin","LP","LP_CURT",53987
"WA",238,"CURT","Curtin","GRN","GRN_CURT",15289
"WA",238,"CURT","Curtin","ON","ON_CURT",1364
"WA",238,"CURT","Curtin","AUC","AUC_CURT",1007
"WA",238,"CURT","Curtin","UAPP","UAPP_CURT",1285
"WA",238,"CURT","Curtin","WAP","WAP_CURT",1550
"WA",312,"DURA","Durack","","Informal",5146
"WA",312,"DURA","Durack","IND","BUTLAND",354
"WA",312,"DURA","Durack","ALP","ALP_DURA",20542
"WA",312,"DURA","Durack","LP","LP_DURA",40333
"WA",312,"DURA","Durack","NP","NP_DURA",6991
"WA",312,"DURA","Durack","GRN","GRN_DURA",7267
"WA",312,"DURA","Durack","ASP","ASP_DURA",561
"WA",312,"DURA","Durack","ON","ON_DURA",8716
"WA",312,"DURA","Durack","AUC","AUC_DURA",276
"WA",312,"DURA","Durack","UAPP","UAPP_DURA",2464
"WA",312,"DURA","Durack","WAP","WAP_DURA",2979
"WA",239,"FORR","Forrest","","Informal",5360
"WA",239,"FORR","Forrest","IND","MARSDEN",1230
"WA",239,"FORR","Forrest","ALP","ALP_FORR",18951
"WA",239,"FORR","Forrest","LP","LP_FORR",47019
"WA",239,"FORR","Forrest","GRN","GRN_FORR",11506
"WA",239,"FORR","Forrest","ASP","ASP_FORR",2850
"WA",239,"FORR","Forrest","ON","ON_FORR",5333
"WA",239,"FORR","Forrest","UAPP","UAPP_FORR",1551
"WA",239,"FORR","Forrest","WAP","WAP_FORR",1156
"WA",240,"FREM","Fremantle","LP","ROBINS",31862
"WA",240,"FREM","Fremantle","ON","WEARY",3485
"WA",240,"FREM","Fremantle","","Informal",5199
"WA",240,"FREM","Fremantle","GRN","HUTCHINSON",14574
"WA",240,"FREM","Fremantle","SAL","WAINWRIGHT",990
"WA",240,"FREM","Fremantle","AUC","MULDER",1456
"WA",240,"FREM","Fremantle","UAPP","LEVER",1767
"WA",240,"FREM","Fremantle","WAP","KNAPP",2333
"WA",240,"FREM","Fremantle","ALP","WILSON",34636
"WA",305,"HASL","Hasluck","","Informal",5506
"WA",305,"HASL","Hasluck","IND","BUTLAND",387
"WA",305,"HASL","Hasluck","ALP","ALP_HASL",27610
"WA",305,"HASL","Hasluck","LP","LP_HASL",40041
"WA",305,"HASL","Hasluck","NP","NP_HASL",178
"WA",305,"HASL","Hasluck","GRN","GRN_HASL",9786
"WA",305,"HASL","Hasluck","ASP","ASP_HASL",2292
"WA",305,"HASL","Hasluck","ON","ON_HASL",5581
"WA",305,"HASL","Hasluck","AUC","AUC_HASL",1689
"WA",305,"HASL","Hasluck","UAPP","UAPP_HASL",2034
"WA",305,"HASL","Hasluck","WAP","WAP_HASL",1455
"WA",242,"MOOR","Moore","","Informal",5126
"WA",242,"MOOR","Moore","IND","MURPHY",2390
"WA",242,"MOOR","Moore","ALP","ALP_MOOR",24822
"WA",242,"MOOR","Moore","LP","LP_MOOR",51656
"WA",242,"MOOR","Moore","GRN","GRN_MOOR",12101
"WA",242,"MOOR","Moore","ASP","ASP_MOOR",14
"WA",242,"MOOR","Moore","ON","ON_MOOR",4461
"WA",242,"MOOR","Moore","AUC","AUC_MOOR",1446
"WA",242,"MOOR","Moore","UAPP","UAPP_MOOR",1768
"WA",242,"MOOR","Moore","WAP","WAP_MOOR",1647
"WA",243,"OCON","O'Connor","","Informal",6345
"WA",243,"OCON","O'Connor","IND","BUTLAND",17
"WA",243,"OCON","O'Connor","IND","MARSDEN",8
"WA",243,"OCON","O'Connor","ALP","ALP_OCON",19850
"WA",243,"OCON","O'Connor","LP","LP_OCON",40948
"WA",243,"OCON","O'Connor","NP","NP_OCON",12564
"WA",243,"OCON","O'Connor","GRN","GRN_OCON",7853
"WA",243,"OCON","O'Connor","ASP","ASP_OCON",77
"WA",243,"OCON","O'Connor","ON","ON_OCON",8153
"WA",243,"OCON","O'Connor","AUC","AUC_OCON",2551
"WA",243,"OCON","O'Connor","FACN","FACN_OCON",31
"WA",243,"OCON","O'Connor","GAP","GAP_OCON",883
"WA",243,"OCON","O'Connor","UAPP","UAPP_OCON",1812
"WA",243,"OCON","O'Connor","WAP","WAP_OCON",1524
"WA",244,"PEAR","Pearce","","Informal",5539
"WA",244,"PEAR","Pearce","IND","BUTLAND",699
"WA",244,"PEAR","Pearce","ALP","ALP_PEAR",27464
"WA",244,"PEAR","Pearce","LP","LP_PEAR",37540
"WA",244,"PEAR","Pearce","NP","NP_PEAR",281
"WA",244,"PEAR","Pearce","GRN","GRN_PEAR",8442
"WA",244,"PEAR","Pearce","ASP","ASP_PEAR",1647
"WA",244,"PEAR","Pearce","ON","ON_PEAR",5913
"WA",244,"PEAR","Pearce","AUC","AUC_PEAR",1666
"WA",244,"PEAR","Pearce","UAPP","UAPP_PEAR",2265
"WA",244,"PEAR","Pearce","WAP","WAP_PEAR",651
"WA",245,"PERT","Perth","","Informal",4470
"WA",245,"PERT","Perth","ALP","ALP_PERT",32762
"WA",245,"PERT","Perth","LP","LP_PERT",38015
"WA",245,"PERT","Perth","GRN","GRN_PERT",17918
"WA",245,"PERT","Perth","ON","ON_PERT",2655
"WA",245,"PERT","Perth","FUT","FUT_PERT",1163
"WA",245,"PERT","Perth","AUC","AUC_PERT",383
"WA",245,"PERT","Perth","FLUX","FLUX_PERT",521
"WA",245,"PERT","Perth","UAPP","UAPP_PERT",1758
"WA",245,"PERT","Perth","WAP","WAP_PERT",2351
"WA",247,"SWAN","Swan","","Informal",5846
"WA",247,"SWAN","Swan","ALP","ALP_SWAN",31002
"WA",247,"SWAN","Swan","LP","LP_SWAN",42156
"WA",247,"SWAN","Swan","GRN","GRN_SWAN",11311
"WA",247,"SWAN","Swan","ASP","ASP_SWAN",375
"WA",247,"SWAN","Swan","ON","ON_SWAN",2703
"WA",247,"SWAN","Swan","AFN","AFN_SWAN",243
"WA",247,"SWAN","Swan","AJP","AJP_SWAN",1247
"WA",247,"SWAN","Swan","AUC","AUC_SWAN",1626
"WA",247,"SWAN","Swan","FACN","FACN_SWAN",582
"WA",247,"SWAN","Swan","UAPP","UAPP_SWAN",1720
"WA",247,"SWAN","Swan","WAP","WAP_SWAN",1277
"WA",248,"TANG","Tangney","","Informal",4973
"WA",248,"TANG","Tangney","IND","HORTON",1933
"WA",248,"TANG","Tangney","IND","NATION",175
"WA",248,"TANG","Tangney","IND","WADDY",307
"WA",248,"TANG","Tangney","ALP","ALP_TANG",28828
"WA",248,"TANG","Tangney","LP","LP_TANG",52916
"WA",248,"TANG","Tangney","GRN","GRN_TANG",11217
"WA",248,"TANG","Tangney","ASP","ASP_TANG",244
"WA",248,"TANG","Tangney","ON","ON_TANG",2490
"WA",248,"TANG","Tangney","AFN","AFN_TANG",8
"WA",248,"TANG","Tangney","AJP","AJP_TANG",57
"WA",248,"TANG","Tangney","AUC","AUC_TANG",2326
"WA",248,"TANG","Tangney","FACN","FACN_TANG",17
"WA",248,"TANG","Tangney","UAPP","UAPP_TANG",1358
"WA",248,"TANG","Tangney","WAP","WAP_TANG",1262
